chrom	position	gene	5p_dist	3p_dist
chr2	189034121	COL5A2	4605	2224
chr2	189066418	COL5A2	1691	5138
chr2	189458804	WDR75	640	2007
chr2	189465147	WDR75	1201	1446
chr2	189565451	SLC40A1	988	2342
chr2	189661479	ASNSD1	21	2390
chr2	189661479	ASDURF	21	622
chr2	189661498	ASNSD1	40	2371
chr2	189661498	ASDURF	40	603
chr2	190200027	C2orf88	578	3457
chr2	190296896	HIBCH	211	2223
chr2	190319749	HIBCH	77	2357
chr2	190360255	INPP1	734	1310
chr2	190371175	INPP1	1554	490
chr2	190436642	MFSD6	937	3859
chr2	191836667	CAVIN2	696	2358
chr2	191836681	CAVIN2	682	2372
chr2	191846716	CAVIN2	372	2682
chr2	195957300	DNAH7	3164	9255
chr2	196001696	DNAH7	1277	11142
chr2	196156552	STK17B	511	4762
chr2	197498780	HSPD1	129	2116
chr2	198085305	PLCL1	2295	4401
chr2	198085516	PLCL1	2506	4190
chr2	200490383	KCTD18	1513	1426
chr2	201160898	CFLAR	1715	12897
chr2	201185954	CASP10	352	5316
chr2	201217736	CASP10	1739	3929
chr2	201380700	TRAK2	2895	3494
chr2	201477679	STRADB	903	1319
chr2	201565861	C2CD6	892	4810
chr2	201626089	TMEM237	1198	4201
chr2	201693964	MPP4	148	2260
chr2	201733390	ALS2	2582	4093
chr2	201760892	ALS2	1218	5457
chr2	201806658	CDK15	122	3597
chr2	202188224	KIAA2012	2822	1308
chr2	202291213	NOP58	902	1092
chr2	202556476	BMPR2	3959	8109
chr2	205104496	PARD3B	1100	7392
chr2	205121597	PARD3B	1338	7154
chr2	206144039	NDUFS1	1073	10587
chr2	206176329	CMKLR2	1011	1014
chr2	206305007	ZDBF2	865	9420
chr2	206307903	ZDBF2	3761	6524
chr2	206309592	ZDBF2	5450	4835
chr2	206755055	MDH1B	920	1414
chr2	206766737	FASTKD2	236	6476
chr2	206969259	CPO	1030	215
chr2	208124313	CRYGD	101	541
chr2	208142835	CRYGB	368	263
chr2	208145834	CRYGB	229	402
chr2	209696115	MAP2	4396	5254
chr2	210195326	ACADL	1180	1335
chr2	211387139	ERBB4	3466	8631
chr2	213930019	SPAG16	1294	808
chr2	214780740	BARD1	1247	4231
chr2	214809599	BARD1	84	5394
chr2	214948607	ABCA12	7510	1788
chr2	215000851	ABCA12	3450	5848
chr2	215037050	ABCA12	1305	7993
chr2	215364969	FN1	7426	964
chr2	215404486	FN1	3421	4969
chr2	215404531	FN1	3376	5014
chr2	215433361	FN1	643	7747
chr2	216039296	PECR	958	909
chr2	216043956	PECR	841	1026
chr2	216283694	MARCHF4	2774	2129
chr2	216451064	SMARCAL1	2330	871
chr2	217880962	TNS1	1487	8824
chr2	218075536	RUFY4	1324	1202
chr2	218387907	SLC11A1	843	2765
chr2	219172835	CNPPD1	1080	939
chr2	219420587	DES	914	1329
chr2	219420944	DES	1100	1143
chr2	219421420	DES	1190	1053
chr2	219556695	OBSL1	4401	1704
chr2	219558052	OBSL1	3867	2238
chr2	219608633	STK11IP	1747	1871
chr2	222694370	MOGAT1	615	561
chr2	223598446	SCG2	927	1507
chr2	224001670	SERPINE2	440	1786
chr2	224001859	SERPINE2	251	1975
chr2	224481929	CUL3	2345	4411
chr2	224497761	CUL3	2052	4704
chr2	224765718	DOCK10	6657	629
chr2	226796060	IRS1	3760	6011
chr2	227248459	COL4A3	588	7450
chr2	227270915	COL4A3	1824	6214
chr2	227893838	DAW1	420	1263
chr2	227991150	SPHKAP	4897	2057
chr2	228018313	SPHKAP	2629	4325
chr2	228018713	SPHKAP	2229	4725
chr2	228019005	SPHKAP	1937	5017
chr2	229804142	TRIP12	2914	7186
chr2	229859061	TRIP12	916	9184
chr2	230172150	SP110	1842	4350
chr2	230177560	SP110	1679	4513
chr2	230185999	SP110	1385	4807
chr2	230212961	SP110	494	5698
chr2	230213010	SP110	445	5747
chr2	230284393	SP140	1655	1589
chr2	230878149	ITM2C	938	1099
chr2	230910129	GPR55	1042	2802
chr2	230910429	GPR55	742	3102
chr2	230996123	SPATA3	3	1626
chr2	231593146	TEX44	283	1130
chr2	232087576	DIS3L2	602	2764
chr2	232379271	ALPP	317	2437
chr2	232380431	ALPP	856	1898
chr2	232408301	ALPG	734	1758
chr2	232408308	ALPG	741	1751
chr2	232408534	ALPG	868	1624
chr2	232409766	ALPG	1544	948
chr2	232409799	ALPG	1577	915
chr2	232525489	PRSS56	2006	227
chr2	232920305	NGEF	1069	2115
chr2	233034416	NEU2	502	641
chr2	233060456	INPP5D	115	4787
chr2	233125884	INPP5D	626	4276
chr2	233274722	ATG16L1	1053	2245
chr2	233618225	UGT1A8	593	1816
chr2	233672032	UGT1A9	135	2236
chr2	233681970	UGT1A7	70	2301
chr2	233682559	UGT1A7	659	1712
chr2	233682693	UGT1A7	793	1578
chr2	233693023	UGT1A6	134	2321
chr2	233713134	UGT1A5	228	2203
chr2	233713141	UGT1A5	235	2196
chr2	233713179	UGT1A5	273	2158
chr2	233718890	UGT1A4	155	2276
chr2	233729157	UGT1A3	116	2315
chr2	233729207	UGT1A3	166	2265
chr2	233729266	UGT1A3	225	2206
chr2	233729360	UGT1A3	319	2112
chr2	233729603	UGT1A3	562	1869
chr2	233793813	MROH2A	977	4373
chr2	233794490	MROH2A	1116	4234
chr2	233795672	MROH2A	1152	4198
chr2	233802185	MROH2A	1744	3606
chr2	233805060	MROH2A	2167	3183
chr2	233807780	MROH2A	2386	2964
chr2	233816856	MROH2A	3098	2252
chr2	233818764	MROH2A	3364	1986
chr2	233819340	MROH2A	3394	1956
chr2	233819432	MROH2A	3486	1864
chr2	233828726	MROH2A	4376	974
chr2	233854491	HJURP	44	3113
chr2	233996434	TRPM8	3113	2533
chr2	234058895	SPP2	355	666
chr2	235041233	SH3BP4	824	4326
chr2	235041276	SH3BP4	867	4283
chr2	235041358	SH3BP4	949	4201
chr2	235041543	SH3BP4	1134	4016
chr2	235041640	SH3BP4	1231	3919
chr2	235043175	SH3BP4	2766	2384
chr2	237374962	COL6A3	3370	7162
chr2	237525791	MLPH	1077	2667
chr2	237534583	MLPH	1251	2493
chr2	237540364	MLPH	1332	2412
chr2	237540464	MLPH	1432	2312
chr2	237553681	MLPH	2103	1641
chr2	237575011	RAB17	917	686
chr2	237575028	RAB17	900	703
chr2	237575086	RAB17	842	761
chr2	237586038	RAB17	387	1216
chr2	238081747	SCLY	577	1873
chr2	238098238	SCLY	1275	1175
chr2	238102049	ESPNL	483	4170
chr2	238246412	PER2	4011	2369
chr2	238329312	TRAF3IP1	1030	3169
chr2	238397627	TRAF3IP1	2003	2196
chr2	238435771	ASB1	396	6495
chr2	240022311	NDUFA10	145	4710
chr2	240029895	OR6B2	534	405
chr2	240045372	OR6B3	896	802
chr2	240045410	OR6B3	858	840
chr2	240045930	OR6B3	338	1360
chr2	240046094	OR6B3	174	1524
chr2	240576677	RNPEPL1	1756	4005
chr2	240592062	CAPN10	778	1843
chr2	240596709	CAPN10	1688	933
chr2	240598004	CAPN10	2038	583
chr2	240906483	CROCC2	148	5222
chr2	240925739	CROCC2	682	4688
chr2	240933180	CROCC2	1479	3891
chr2	240959407	CROCC2	3228	2142
chr2	240964584	CROCC2	3602	1768
chr2	240966362	CROCC2	4277	1093
chr2	240983013	CROCC2	4713	657
chr2	240993179	CROCC2	5238	132
chr2	241040133	SNED1	1324	7070
chr2	241082327	SNED1	4304	4090
chr2	241094281	SNED1	7107	1287
chr2	241094355	SNED1	7181	1213
chr2	241096129	MTERF4	1028	559
chr2	241099783	MTERF4	146	1441
chr2	241124033	PASK	2920	1620
chr2	241126209	PASK	2806	1734
chr2	241127415	PASK	1600	2940
chr2	241138081	PASK	848	3692
chr2	241142847	PASK	286	4254
chr2	241143065	PASK	68	4472
chr2	241190109	ANO7	143	4417
chr2	241202304	ANO7	820	3740
chr2	241229561	HDLBP	4051	2271
chr2	241493289	STK25	3895	620
chr2	241633431	THAP4	866	1210
chr2	241816085	NEU4	577	1328
chr2	241816877	NEU4	1369	536
chr2	241817000	NEU4	1492	413
chr2	241851121	PDCD1	859	1238
chr2	241871857	RTP5	330	1966
chr3	1383166	CNTN6	2570	1495
chr3	3845037	LRRN1	1163	4797
chr3	3845163	LRRN1	1289	4671
chr3	3845824	LRRN1	1950	4010
chr3	3846192	LRRN1	2318	3642
chr3	4362083	SUMF1	1209	938
chr3	4362133	SUMF1	1159	988
chr3	4362153	SUMF1	1139	1008
chr3	4670729	ITPR1	2357	7551
chr3	4788048	ITPR1	7067	2841
chr3	4800547	ITPR1	7404	2504
chr3	7578481	GRM7	1849	2300
chr3	7578695	GRM7	2063	2086
chr3	9365152	THUMPD3	211	3543
chr3	9384227	THUMPD3	1378	2376
chr3	9704754	CPNE9	279	1763
chr3	9726006	CPNE9	1463	579
chr3	9793095	ARPC4	14	1419
chr3	9829173	ARPC4-TTLL3	1523	943
chr3	9829173	TTLL3	1635	1863
chr3	9835235	ARPC4-TTLL3	2300	166
chr3	9835235	TTLL3	2368	1130
chr3	9835303	ARPC4-TTLL3	2368	98
chr3	9835303	TTLL3	2436	1062
chr3	9918029	IL17RC	452	1957
chr3	9918029	ENSG00000288550	434	2968
chr3	9986610	EMC3	231	2122
chr3	10222796	IRAK2	1210	2221
chr3	10234479	IRAK2	1329	2102
chr3	10338239	ATP2B2	3797	5167
chr3	10372031	ATP2B2	1877	7087
chr3	10844235	SLC6A11	683	3566
chr3	11554828	ATG7	2496	2837
chr3	11554928	ATG7	2596	2737
chr3	11846517	TAMM41	368	958
chr3	12572367	MKRN2	700	2075
chr3	12796680	CAND2	1	4572
chr3	12807323	CAND2	271	4302
chr3	12815357	CAND2	1264	3309
chr3	12815994	CAND2	1468	3105
chr3	12816529	CAND2	1638	2935
chr3	12817505	CAND2	2614	1959
chr3	12920574	IQSEC1	2290	5410
chr3	13854643	WNT7A	713	3278
chr3	13854787	WNT7A	569	3422
chr3	14145949	XPC	2847	803
chr3	14158387	XPC	1528	2122
chr3	14158706	XPC	1209	2441
chr3	14178595	XPC	6	3644
chr3	14485030	SLC6A6	2181	4319
chr3	15434504	EAF1	674	3773
chr3	15635512	BTD	239	9725
chr3	16271057	OXNAD1	557	3359
chr3	16286348	OXNAD1	642	3274
chr3	16317077	RFTN1	1753	1233
chr3	16323412	RFTN1	1561	1425
chr3	16377802	RFTN1	1007	1979
chr3	16605238	DAZL	185	2789
chr3	17166775	TBC1D5	2402	4098
chr3	19888638	EFHB	1937	923
chr3	19933647	EFHB	570	2290
chr3	19950940	RAB5A	560	1958
chr3	20072338	KAT2B	341	4069
chr3	21751110	ZNF385D	100	10378
chr3	24143504	THRB	1193	6383
chr3	27284606	NEK10	2205	6127
chr3	27284960	NEK10	1986	6346
chr3	27291329	NEK10	1733	6599
chr3	27421738	SLC4A7	1565	6514
chr3	28492167	ZCWPW2	1267	2090
chr3	28492167	ENSG00000283563	572	2963
chr3	31661972	OSBPL10	2477	1148
chr3	31670901	OSBPL10	1891	1734
chr3	31683824	OSBPL10	1618	2007
chr3	31989532	ZNF860	1026	2191
chr3	31989643	ZNF860	1137	2080
chr3	31990905	ZNF860	2399	818
chr3	33094100	TMPPE	631	3679
chr3	33097057	GLB1	89	2434
chr3	33097057	TMPPE	89	4221
chr3	33120406	CRTAP	598	5997
chr3	33132664	CRTAP	1096	5499
chr3	33153498	SUSD5	1146	3456
chr3	33842000	PDCD6IP	1384	4500
chr3	35737281	ARPP21	2649	1509
chr3	35738258	ARPP21	2775	1383
chr3	36380634	STAC	131	2936
chr3	36380643	STAC	140	2927
chr3	36380724	STAC	221	2846
chr3	36738216	DCLK3	1240	4411
chr3	36856321	TRANK1	3645	6966
chr3	36899250	TRANK1	536	10075
chr3	37519351	ITGA9	1467	6393
chr3	38039461	DLEC1	254	6645
chr3	38039540	DLEC1	333	6566
chr3	38084214	DLEC1	1248	5651
chr3	38110240	DLEC1	3420	3479
chr3	38316326	SLC22A14	1581	576
chr3	38362981	XYLB	339	3328
chr3	38365282	XYLB	459	3208
chr3	38366870	XYLB	654	3013
chr3	38477933	ACVR2B	766	11016
chr3	38483251	ACVR2B	1891	9891
chr3	38550198	SCN5A	6379	2137
chr3	38550915	SCN5A	5662	2854
chr3	38722372	SCN10A	3605	3021
chr3	38723507	SCN10A	3487	3139
chr3	38725184	SCN10A	3430	3196
chr3	38725269	SCN10A	3345	3281
chr3	38726756	SCN10A	3149	3477
chr3	38726809	SCN10A	3096	3530
chr3	38752498	SCN10A	1688	4938
chr3	38756680	SCN10A	1496	5130
chr3	38894643	SCN11A	3211	3582
chr3	38904069	SCN11A	2124	4669
chr3	39094060	WDR48	1942	2023
chr3	39107727	TTC21A	48	4164
chr3	39110854	TTC21A	430	3782
chr3	39128879	TTC21A	2001	2211
chr3	39138608	TTC21A	4007	205
chr3	39138772	TTC21A	4084	128
chr3	39143468	CSRNP1	1550	1614
chr3	39143586	CSRNP1	1432	1732
chr3	39146691	CSRNP1	185	2979
chr3	39184623	XIRP1	5052	1409
chr3	39189506	XIRP1	169	6292
chr3	39265765	CX3CR1	836	2270
chr3	39389590	SLC25A38	520	1581
chr3	39407646	RPSA	71	1069
chr3	39411669	RPSA	597	543
chr3	41789711	ULK4	2278	2016
chr3	41954644	ULK4	251	4043
chr3	42397262	LYZL4	729	180
chr3	42865620	ACKR2	1324	1666
chr3	42874386	CYP8B1	1493	2195
chr3	42979596	GASK1A	286	3103
chr3	43032269	ENSG00000273291	531	23
chr3	43032269	GASK1A	338	3051
chr3	43032938	GASK1A	1007	2382
chr3	43056218	GASK1A	1892	1497
chr3	43081474	POMGNT2	306	2241
chr3	43549835	ANO10	1795	1360
chr3	43561311	ANO10	1498	1657
chr3	43576788	ANO10	1179	1976
chr3	44242033	TOPAZ1	148	5186
chr3	44242180	TOPAZ1	295	5039
chr3	44242316	TOPAZ1	431	4903
chr3	44500177	ZNF852	760	1206
chr3	44570558	ZKSCAN7	1855	1600
chr3	44651072	ZNF35	235	2423
chr3	44887795	TGM4	371	3020
chr3	45011283	EXOSC7	854	188
chr3	45035631	CLEC3B	376	440
chr3	45093330	CDCP1	1664	4299
chr3	45112216	CDCP1	612	5351
chr3	45146293	CDCP1	85	5878
chr3	45947552	CXCR6	1169	799
chr3	45966595	FYCO1	2953	5561
chr3	45967995	FYCO1	1553	6961
chr3	45967999	FYCO1	1549	6965
chr3	45968372	FYCO1	1176	7338
chr3	45968515	FYCO1	1033	7481
chr3	46021837	XCR1	208	4831
chr3	46265209	CCR3	141	1497
chr3	46358307	CCR2	898	2633
chr3	46408806	CCRL2	983	717
chr3	46439310	LTF	1931	790
chr3	46443473	LTF	1660	1061
chr3	46447363	LTF	1285	1436
chr3	46448983	LTF	1129	1592
chr3	46459723	LTF	177	2544
chr3	46902784	PTH1R	1617	536
chr3	46922012	CCDC12	558	283
chr3	46995266	NBEAL2	1727	7115
chr3	47002048	NBEAL2	5107	3735
chr3	47002132	NBEAL2	5191	3651
chr3	47004249	NBEAL2	6250	2592
chr3	47083895	SETD2	6073	2468
chr3	47121171	SETD2	3653	4888
chr3	47123221	SETD2	1603	6938
chr3	47240813	KIF9	2221	1116
chr3	47411296	PTPN23	3574	1663
chr3	47418189	SCAP	2632	1622
chr3	47513652	ELP6	60	1292
chr3	47670712	SMARCC1	1940	4414
chr3	48689679	IP6K2	833	913
chr3	48695413	IP6K2	73	1673
chr3	49015352	WDR6	3471	599
chr3	49015786	WDR6	3905	165
chr3	49017259	DALRD3	911	837
chr3	49119243	USP19	106	4615
chr3	49132349	LAMB2	488	5204
chr3	49163194	CCDC71	1131	660
chr3	49163259	CCDC71	1066	725
chr3	49652766	BSN	3336	12635
chr3	49663865	BSN	11713	4258
chr3	49686351	MST1	1760	1282
chr3	49687375	MST1	1241	1801
chr3	49793625	CDHR4	1641	887
chr3	49829151	TRAIP	1472	551
chr3	49860840	CAMKV	813	2185
chr3	49862362	CAMKV	189	2809
chr3	49887507	MST1R	4266	506
chr3	49898669	MST1R	1831	2941
chr3	49911638	MON1A	716	1309
chr3	50077082	RBM6	3463	167
chr3	50107518	RBM5	1154	2023
chr3	50115923	RBM5	2201	976
chr3	50252421	GNAI2	318	1901
chr3	50287239	LSMEM2	559	875
chr3	50292284	IFRD2	145	1798
chr3	50292395	IFRD2	34	1909
chr3	50320438	HYAL2	190	1692
chr3	50332115	RASSF1	427	1420
chr3	51637442	RAD54L2	1934	8023
chr3	51778936	IQCF6	140	374
chr3	51977896	ABHD14A	167	899
chr3	51977896	ABHD14A-ACY1	171	1534
chr3	52239094	TWF2	64	1550
chr3	52396510	DNAH1	11663	1442
chr3	52506757	STAB1	1972	5956
chr3	52514802	STAB1	3856	4072
chr3	52516994	STAB1	4450	3478
chr3	52521941	STAB1	6337	1591
chr3	52522353	STAB1	6565	1363
chr3	52523992	STAB1	7593	335
chr3	52686064	GNL3	33	1900
chr3	52777730	ITIH1	132	2772
chr3	52796748	ITIH3	299	2498
chr3	52818522	ITIH4	2121	1161
chr3	52818522	ENSG00000243696	4533	1107
chr3	52819731	ENSG00000243696	3324	2316
chr3	52826800	ITIH4	539	2743
chr3	52826800	ENSG00000243696	1713	3927
chr3	52826920	ITIH4	419	2863
chr3	52826920	ENSG00000243696	1593	4047
chr3	52827195	ITIH4	283	2999
chr3	52827195	ENSG00000243696	1457	4183
chr3	52830568	ITIH4	104	3178
chr3	52830568	ENSG00000243696	1278	4362
chr3	52840430	STIMATE	1046	3698
chr3	53811268	CACNA1D	6904	2465
chr3	53821655	CHDH	1443	6251
chr3	53822626	CHDH	1186	6508
chr3	54764231	CACNA2D3	1422	2367
chr3	56296340	ERC2	1112	5127
chr3	56624843	TASOR	4561	3616
chr3	56633654	TASOR	3395	4782
chr3	56682894	TASOR	371	7806
chr3	57301848	DNAH12	11461	684
chr3	57377088	DNAH12	8538	3607
chr3	57556446	PDE12	173	8607
chr3	57757519	SLMAP	1006	5375
chr3	57757610	SLMAP	1097	5284
chr3	58096161	FLNB	1070	8371
chr3	58126713	FLNB	4316	5125
chr3	58397119	PXK	1000	2001
chr3	58424827	PXK	1701	1300
chr3	58526510	ACOX2	1464	833
chr3	58526558	ACOX2	1416	881
chr3	58535132	ACOX2	137	2160
chr3	58640148	FAM3D	588	657
chr3	59049699	CFAP20DC	326	2965
chr3	59922400	FHIT	657	2459
chr3	62372752	FEZF2	446	1666
chr3	64602142	ADAMTS9	4161	3463
chr3	66243264	SLC25A26	346	1689
chr3	66377858	SLC25A26	970	1065
chr3	66380387	LRIG1	3772	1591
chr3	66384219	LRIG1	2457	2906
chr3	66394191	LRIG1	1931	3432
chr3	66998338	KBTBD8	32	4648
chr3	68733062	TAFA4	932	1297
chr3	69118700	LMOD3	1863	3059
chr3	71041364	FOXP1	1436	5741
chr3	71041364	ENSG00000285708	1805	1223
chr3	72750552	SHQ1	1570	1276
chr3	73384343	PDZRN3	2338	1913
chr3	75664356	FRG2C	29	2004
chr3	75664415	FRG2C	88	1945
chr3	75665637	FRG2C	497	1536
chr3	75665658	FRG2C	518	1515
chr3	75665668	FRG2C	528	1505
chr3	75665689	FRG2C	549	1484
chr3	75665936	FRG2C	796	1237
chr3	75665948	FRG2C	808	1225
chr3	75736845	ZNF717	2945	978
chr3	75736862	ZNF717	2928	995
chr3	75736880	ZNF717	2910	1013
chr3	75736885	ZNF717	2905	1018
chr3	75736922	ZNF717	2868	1055
chr3	75737024	ZNF717	2766	1157
chr3	75737070	ZNF717	2720	1203
chr3	75737100	ZNF717	2690	1233
chr3	75737289	ZNF717	2501	1422
chr3	75737477	ZNF717	2313	1610
chr3	75738389	ZNF717	1401	2522
chr3	75738658	ZNF717	1132	2791
chr3	87227549	CHMP2B	241	2349
chr3	88139270	ZNF654	1666	4794
chr3	88140191	ZNF654	2587	3873
chr3	88150029	C3orf38	71	2343
chr3	88150148	C3orf38	190	2224
chr3	97822174	CRYBG3	164	10615
chr3	97872309	CRYBG3	1311	9468
chr3	97873146	CRYBG3	2148	8631
chr3	97874641	CRYBG3	3643	7136
chr3	97875417	CRYBG3	4419	6360
chr3	97876334	CRYBG3	5336	5443
chr3	97876535	CRYBG3	5537	5242
chr3	97941240	CRYBG3	8794	1985
chr3	97941262	CRYBG3	8816	1963
chr3	98007903	GABRR3	742	2371
chr3	98087772	OR5AC2	600	330
chr3	98088100	OR5AC2	928	2
chr3	98133154	OR5H1	605	5394
chr3	98149575	OR5H14	284	7039
chr3	98149772	OR5H14	481	6842
chr3	98150126	OR5H14	835	6488
chr3	98169021	OR5H15	476	753
chr3	98169353	OR5H15	808	421
chr3	98283014	OR5H2	510	1056
chr3	98391191	OR5K3	526	440
chr3	98532142	GPR15	165	2539
chr3	98533183	GPR15	1206	1498
chr3	99850926	FILIP1L	1208	4427
chr3	99924332	FILIP1L	961	4674
chr3	100339177	NIT2	133	7100
chr3	100455878	LNP1	1423	441
chr3	100635680	ADGRG7	707	2421
chr3	100748174	TFG	1117	790
chr3	100898824	ABI3BP	435	6302
chr3	100898836	ABI3BP	423	6314
chr3	100993405	ABI3BP	16	6721
chr3	101230998	IMPG2	3583	4769
chr3	101244310	IMPG2	2223	6129
chr3	101366569	SENP7	1260	3713
chr3	105541674	ALCAM	1400	3301
chr3	105670309	CBLB	2903	3846
chr3	105704000	CBLB	1871	4878
chr3	105720113	CBLB	1631	5118
chr3	108428881	MYH15	3378	3646
chr3	108470780	MYH15	1366	5658
chr3	108755677	RETNLB	661	40
chr3	111567528	CD96	476	3852
chr3	111969731	PHLDB2	3683	2359
chr3	112000939	TAGLN3	543	586
chr3	112169290	SLC9C1	3168	951
chr3	112347715	CD200	636	1493
chr3	113013348	NEPRO	420	4400
chr3	113936360	GRAMD1C	1673	2134
chr3	113954278	ZDHHC23	1035	5311
chr3	114236973	ZNF80	605	2343
chr3	119146485	TEX55	321	1479
chr3	119146762	TEX55	598	1202
chr3	119146954	TEX55	790	1010
chr3	119294867	ARHGAP31	485	8822
chr3	119409551	ARHGAP31	2223	7084
chr3	119414336	ARHGAP31	2929	6378
chr3	119431989	TMEM39A	1812	3041
chr3	119503609	TIMMDC1	625	1754
chr3	119660025	POPDC2	564	1258
chr3	119660130	POPDC2	459	1363
chr3	119660339	POPDC2	250	1572
chr3	119807502	ENSG00000285585	2602	68
chr3	120348950	LRRC58	404	7514
chr3	120349175	LRRC58	179	7739
chr3	120628527	HGD	1318	356
chr3	120652594	HGD	467	1207
chr3	121545877	POLQ	111	8646
chr3	121621689	FBXO40	414	5255
chr3	121627027	FBXO40	2401	3268
chr3	121634407	HCLS1	786	1206
chr3	121635736	HCLS1	773	1219
chr3	121664450	GOLGB1	9936	1250
chr3	121695214	GOLGB1	5420	5766
chr3	121696873	GOLGB1	3761	7425
chr3	121781852	IQCB1	1496	1081
chr3	121993204	ILDR1	1714	1141
chr3	121993958	ILDR1	960	1895
chr3	122284910	CASR	3343	6719
chr3	122414983	WDR5B	1079	3138
chr3	122540793	PARP9	1588	1457
chr3	122555910	PARP9	405	2640
chr3	122577800	PARP15	151	4851
chr3	122627023	PARP15	1446	3556
chr3	122635190	PARP15	1761	3241
chr3	122635869	PARP15	1824	3178
chr3	122718474	PARP14	4368	3326
chr3	122915616	SEMA5B	2149	2706
chr3	123915199	CCDC14	2353	1778
chr3	124477247	KALRN	4476	11712
chr3	124632469	KALRN	5604	10584
chr3	124632577	KALRN	5712	10476
chr3	124699999	KALRN	8334	7854
chr3	125009782	HEG1	3222	5973
chr3	125012641	HEG1	3044	6151
chr3	125012845	HEG1	2840	6355
chr3	125027503	HEG1	721	8474
chr3	125083833	SLC12A8	2295	1190
chr3	125084037	SLC12A8	2091	1394
chr3	125084044	SLC12A8	2084	1401
chr3	125107564	SLC12A8	1715	1770
chr3	125110213	SLC12A8	1128	2357
chr3	125232977	ZNF148	2205	7309
chr3	126006612	SLC41A3	1926	256
chr3	126007205	SLC41A3	1333	849
chr3	126107216	ALDH1L1	2511	553
chr3	126483414	UROC1	1898	1366
chr3	126500784	UROC1	1109	2155
chr3	128486108	GATA2	837	2546
chr3	128487017	GATA2	362	3021
chr3	128895342	ACAD9	451	1994
chr3	128909090	ACAD9	1548	897
chr3	128945112	CFAP92	2345	1525
chr3	128945811	CFAP92	1646	2224
chr3	129001671	EFCC1	368	2651
chr3	129037110	EFCC1	1911	1108
chr3	130397852	COL6A5	4176	4793
chr3	130397863	COL6A5	4187	4782
chr3	130431466	COL6A5	5588	3381
chr3	130468973	COL6A5	7307	1662
chr3	130649225	COL6A6	5648	3041
chr3	131024968	ASTE1	803	1884
chr3	131228591	NEK11	1762	1164
chr3	132499779	DNAJC13	4659	3095
chr3	132559022	ACAD11	2349	882
chr3	133380401	TMEM108	900	2827
chr3	133637946	TOPBP1	2629	3132
chr3	133643310	TOPBP1	2090	3671
chr3	133746439	TF	47	20119
chr3	133768114	TF	1620	18546
chr3	133775550	TF	1853	18313
chr3	133805873	SRPRB	59	2517
chr3	134222476	RYK	500	2549
chr3	134358628	AMOTL2	2362	2506
chr3	134603900	KY	1726	3978
chr3	134603972	KY	1654	4050
chr3	134650874	KY	148	5556
chr3	136002939	PPP2R3A	2003	4740
chr3	138402356	MRAS	921	3177
chr3	139539569	RBP1	173	634
chr3	140459643	CLSTN2	1286	12916
chr3	140688105	TRIM42	1589	925
chr3	140688418	TRIM42	1902	612
chr3	141608632	RASA2	2217	3421
chr3	142449489	ATR	7903	255
chr3	142550233	ATR	2903	5255
chr3	142555928	ATR	2318	5840
chr3	142558733	ATR	1804	6354
chr3	142561266	ATR	1354	6804
chr3	142562456	ATR	974	7184
chr3	142562770	ATR	660	7498
chr3	142829718	PCOLCE2	1025	871
chr3	143985674	DIPK2A	1299	3031
chr3	149186647	CP	1986	2466
chr3	149198448	CP	1668	2784
chr3	149375451	TM4SF1	506	1049
chr3	149475897	TM4SF4	430	1061
chr3	150410605	TSC22D2	2308	8802
chr3	150410697	TSC22D2	2400	8710
chr3	150411207	TSC22D2	2910	8200
chr3	150562658	EIF2A	306	3573
chr3	150603336	SELENOT	16	3421
chr3	151163987	MED12L	1604	9190
chr3	151214287	P2RY14	417	2171
chr3	151295108	GPR87	470	1023
chr3	151338222	P2RY12	864	1380
chr3	151745633	AADACL2	665	4395
chr3	154122077	ARHGEF26	266	4883
chr3	154122170	ARHGEF26	359	4790
chr3	155596245	PLCH1	484	5933
chr3	155763820	ENSG00000284952	2968	778
chr3	155763820	C3orf33	607	1204
chr3	157265625	VEPH1	2462	1729
chr3	157363535	VEPH1	1860	2331
chr3	158644652	GFM1	126	6352
chr3	159840155	SCHIP1	295	1350
chr3	159995565	IL12A	990	454
chr3	161503917	OTOL1	1409	25
chr3	167449398	SERPINI2	1018	426
chr3	167467090	SERPINI2	492	952
chr3	167792684	SERPINI1	697	903
chr3	172381019	FNDC3B	3451	4580
chr3	172445039	GHSR	1265	1749
chr3	172445047	GHSR	1257	1757
chr3	172448243	GHSR	213	2801
chr3	173049032	SPATA16	825	1249
chr3	175096948	NAALADL2	276	9531
chr3	175627355	NAALADL2	1939	7868
chr3	178828238	KCNMB2	631	1912
chr3	178828238	ENSG00000275163	608	783
chr3	178842793	KCNMB2	907	1636
chr3	178842793	ENSG00000275163	884	507
chr3	179067761	ZMAT3	263	8673
chr3	179244582	KCNMB3	483	602
chr3	179333684	ZNF639	1063	4899
chr3	183135882	LAMP3	1030	2166
chr3	183180132	MCF2L2	3685	1641
chr3	183494118	KLHL6	1363	4932
chr3	183804151	YEATS2	3963	2563
chr3	184036797	HTR3D	417	1192
chr3	184038603	HTR3D	964	645
chr3	184038849	HTR3D	1089	520
chr3	184165427	DVL3	958	4311
chr3	184186261	ABCF3	63	2383
chr3	184258315	EEF1AKMT4	531	444
chr3	184302754	PSMD2	965	1948
chr3	184308915	PSMD2	2778	135
