chrom	position	gene	5p_dist	3p_dist
chr2	134987975	MAP3K19	1582	3450
chr2	134988152	MAP3K19	1405	3627
chr2	135153852	RAB3GAP1	2281	2610
chr2	135207806	ZRANB3	2735	3977
chr2	135230616	ZRANB3	1949	4763
chr2	135230846	ZRANB3	1719	4993
chr2	135652004	R3HDM1	2399	2382
chr2	135798089	LCT	4930	1343
chr2	135804902	LCT	4343	1930
chr2	135817629	LCT	1433	4840
chr2	135836588	LCT	596	5677
chr2	137056907	THSD7B	805	5307
chr2	137618402	THSD7B	3754	2358
chr2	138569139	SPOPL	1648	4408
chr2	140517007	LRP1B	8317	7533
chr2	140850326	LRP1B	5001	10849
chr2	141810341	LRP1B	429	15421
chr2	144141992	GTDC1	634	9951
chr2	151261757	RBM43	106	4070
chr2	151455056	RIF1	2648	12014
chr2	151457871	RIF1	2905	11757
chr2	151463604	RIF1	4226	10436
chr2	151465581	RIF1	6203	8459
chr2	151531039	NEB	21776	4415
chr2	151633705	NEB	9554	16637
chr2	151643878	NEB	8087	18104
chr2	151643935	NEB	8030	18161
chr2	152521945	FMNL2	550	5080
chr2	156569460	GPD2	1541	4271
chr2	157299583	GALNT5	2411	7933
chr2	157780398	ACVR1	986	2346
chr2	158807104	DAPL1	252	297
chr2	159349882	BAZ2B	5040	3105
chr2	159453735	BAZ2B	563	7582
chr2	159747868	MARCHF7	821	5222
chr2	159748257	MARCHF7	1210	4833
chr2	159748425	MARCHF7	1378	4665
chr2	159819839	LY75-CD302	4067	1583
chr2	159819839	LY75	4113	2819
chr2	160045006	PLA2R1	472	13904
chr2	160126549	ITGB6	1921	2720
chr2	160172707	ITGB6	991	3650
chr2	164722092	COBLL1	1142	8167
chr2	165131262	SCN3A	3021	6081
chr2	165139597	SCN3A	2505	6597
chr2	165146969	SCN3A	1915	7187
chr2	168864867	NOSTRIN	1428	647
chr2	168907710	G6PC2	740	2290
chr2	168932506	ABCB11	3210	3724
chr2	169140541	LRP2	13247	2410
chr2	169157394	LRP2	12130	3527
chr2	170214402	MYO3B	486	5727
chr2	170217377	MYO3B	726	5487
chr2	170404287	MYO3B	2459	3754
chr2	170822115	GAD1	336	2943
chr2	171453167	DCAF17	933	4920
chr2	171868791	SLC25A12	128	3808
chr2	172595912	PDK1	1315	12757
chr2	173956022	SP3	691	11023
chr2	174336175	SP9	229	2325
chr2	174436269	GPR155	2647	4699
chr2	176119307	HOXD10	1155	630
chr2	176169051	HOXD3	263	2186
chr2	176169393	HOXD3	605	1844
chr2	176172026	HOXD3	1377	1072
chr2	176190041	HOXD1	1020	866
chr2	177617866	TTC30A	876	4868
chr2	178680256	TTN	33640	75584
chr2	178756457	TTN	11243	97981
chr2	178756776	TTN	10924	98300
chr2	178884913	CCDC141	1902	7303
chr2	181509807	ITGA4	2114	4667
chr2	181534370	ITGA4	3152	3629
chr2	182728970	DNAJC10	1039	19105
chr2	182762777	DNAJC10	2671	17473
chr2	185792113	FSIP2	5068	15811
chr2	185807800	FSIP2	18585	2294
chr2	185808967	FSIP2	19752	1127
chr2	186675668	ITGAV	3054	3985
chr2	186694233	FAM171B	174	5557
chr2	188477667	GULP1	429	2865
chr2	189565451	SLC40A1	988	2342
chr2	189580468	SLC40A1	318	3012
chr2	189863992	PMS1	2270	886
chr2	190200027	C2orf88	578	3457
chr2	190296896	HIBCH	211	2223
chr2	190319749	HIBCH	77	2357
chr2	190360255	INPP1	734	1310
chr2	190366777	INPP1	929	1115
chr2	190514542	NEMP2	930	5242
chr2	191836667	CAVIN2	696	2358
chr2	196027971	DNAH7	600	11819
chr2	196201240	HECW2	4837	7169
chr2	196319597	HECW2	1374	10632
chr2	196998974	ANKRD44	2773	3314
chr2	197393071	SF3B1	3685	2778
chr2	197400802	SF3B1	2659	3804
chr2	197497294	HSPD1	333	1912
chr2	197644227	RFTN2	497	4922
chr2	199955782	MAIP1	201	1198
chr2	200571832	SGO2	1534	2944
chr2	201160898	CFLAR	1715	12897
chr2	201185954	CASP10	352	5316
chr2	201217736	CASP10	1739	3929
chr2	201284973	CASP8	1064	1595
chr2	201806658	CDK15	122	3597
chr2	202035234	FZD7	1380	3207
chr2	202036168	FZD7	2314	2273
chr2	202074931	KIAA2012	498	3632
chr2	202291213	NOP58	902	1092
chr2	202556476	BMPR2	3959	8109
chr2	205047680	PARD3B	1019	7473
chr2	205125629	PARD3B	1851	6641
chr2	206009615	INO80D	2118	12010
chr2	206056727	INO80D	831	13297
chr2	206141952	NDUFS1	1358	10302
chr2	206144039	NDUFS1	1073	10587
chr2	206176329	CMKLR2	1011	1014
chr2	206176717	CMKLR2	623	1402
chr2	206305007	ZDBF2	865	9420
chr2	206307903	ZDBF2	3761	6524
chr2	206309592	ZDBF2	5450	4835
chr2	206663116	DYTN	1536	515
chr2	206705805	DYTN	481	1570
chr2	206955552	CPO	337	908
chr2	206960932	CPO	646	599
chr2	206969259	CPO	1030	215
chr2	207624377	METTL21A	360	966
chr2	208121661	CRYGD	587	55
chr2	208121913	CRYGD	335	307
chr2	208142835	CRYGB	368	263
chr2	208145834	CRYGB	229	402
chr2	209978659	UNC80	9310	4607
chr2	210195326	ACADL	1180	1335
chr2	210577488	CPS1	584	5176
chr2	211387139	ERBB4	3466	8631
chr2	213862497	SPAG16	1103	999
chr2	213930019	SPAG16	1294	808
chr2	214780740	BARD1	1247	4231
chr2	214780821	BARD1	1166	4312
chr2	214809500	BARD1	183	5295
chr2	214809599	BARD1	84	5394
chr2	215000851	ABCA12	3450	5848
chr2	215371989	FN1	6899	1491
chr2	215433361	FN1	643	7747
chr2	216013285	MREG	266	2882
chr2	216043956	PECR	841	1026
chr2	216283694	MARCHF4	2774	2129
chr2	217847583	TNS1	3056	7255
chr2	217847883	TNS1	2756	7555
chr2	217848003	TNS1	2636	7675
chr2	217848195	TNS1	2444	7867
chr2	217848213	TNS1	2426	7885
chr2	217848559	TNS1	2080	8231
chr2	218135587	CXCR2	1189	1664
chr2	218275565	TMBIM1	923	1369
chr2	218282080	TMBIM1	139	2153
chr2	218568874	CNOT9	36	3784
chr2	218628201	PLCD4	1150	1942
chr2	218634036	ZNF142	10582	708
chr2	218636410	ZNF142	8208	3082
chr2	218636605	PLCD4	2522	570
chr2	218636605	ZNF142	8013	3277
chr2	218643649	ZNF142	4082	7208
chr2	218644265	ZNF142	3466	7824
chr2	218644895	ZNF142	2836	8454
chr2	218690539	STK36	1967	2906
chr2	218697952	STK36	3227	1646
chr2	218737776	TTLL4	480	4527
chr2	218738096	TTLL4	800	4207
chr2	218745710	TTLL4	2186	2821
chr2	219213284	ABCB6	2046	934
chr2	219213284	ENSG00000284820	4486	759
chr2	219250790	TUBA4A	968	1081
chr2	219297407	PTPRN	1982	1630
chr2	219421525	DES	1295	948
chr2	219451248	SPEG	2361	8421
chr2	219484029	SPEG	6701	4081
chr2	219488291	SPEG	7974	2808
chr2	219489386	SPEG	8503	2279
chr2	219489643	SPEG	8760	2022
chr2	219490807	SPEG	9371	1411
chr2	219491798	SPEG	9525	1257
chr2	219497835	ENSG00000286143	865	220
chr2	219497835	SPEGNB	639	263
chr2	219537949	ASIC4	1766	823
chr2	219537958	ASIC4	1775	814
chr2	219539762	CHPF	2219	809
chr2	219539926	CHPF	2055	973
chr2	219540004	CHPF	1977	1051
chr2	219540508	CHPF	1473	1555
chr2	219542000	CHPF	774	2254
chr2	219556695	OBSL1	4401	1704
chr2	219558052	OBSL1	3867	2238
chr2	219562625	OBSL1	3036	3069
chr2	219562673	OBSL1	2988	3117
chr2	219566909	OBSL1	2361	3744
chr2	219567292	OBSL1	2124	3981
chr2	219572359	INHA	50	1301
chr2	219574956	INHA	596	755
chr2	219608633	STK11IP	1747	1871
chr2	219611721	STK11IP	2315	1303
chr2	222297170	PAX3	511	2848
chr2	223959900	MRPL44	556	1133
chr2	224854976	DOCK10	1968	5318
chr2	227007466	COL4A4	5231	4753
chr2	227008279	COL4A4	4847	5137
chr2	227022057	COL4A4	4506	5478
chr2	227027903	COL4A4	4379	5605
chr2	227028004	COL4A4	4278	5706
chr2	227051116	COL4A4	3310	6674
chr2	227238007	COL4A3	230	7808
chr2	227246719	COL4A3	525	7513
chr2	227248459	COL4A3	588	7450
chr2	227263852	COL4A3	1326	6712
chr2	227270915	COL4A3	1824	6214
chr2	227332522	MFF	614	1307
chr2	227991150	SPHKAP	4897	2057
chr2	228018313	SPHKAP	2629	4325
chr2	228019005	SPHKAP	1937	5017
chr2	230284393	SP140	1655	1589
chr2	230383546	SP140L	751	1905
chr2	230392097	SP140L	1052	1604
chr2	230467181	SP100	1353	4061
chr2	230865087	ITM2C	146	1891
chr2	230910582	GPR55	589	3255
chr2	231461706	NCL	577	3347
chr2	231525033	NMUR1	1374	1847
chr2	232380220	ALPP	744	2010
chr2	232520686	PRSS56	299	1934
chr2	232524103	PRSS56	1462	771
chr2	232535364	CHRND	1662	1300
chr2	232545584	CHRNG	1478	2531
chr2	232545584	TIGD1	4973	1702
chr2	232672415	EFHD1	658	1220
chr2	232735194	GIGYF2	168	7648
chr2	232768750	KCNJ13	660	2949
chr2	232844096	GIGYF2	3111	4705
chr2	233146227	INPP5D	956	3946
chr2	233274722	ATG16L1	1053	2245
chr2	233327174	SAG	724	872
chr2	233445674	DGKD	1271	5037
chr2	233477372	USP40	3848	1847
chr2	233477488	USP40	3732	1963
chr2	233485841	USP40	3451	2244
chr2	233485923	USP40	3369	2326
chr2	233523371	USP40	2117	3578
chr2	233540670	USP40	1279	4416
chr2	233618225	UGT1A8	593	1816
chr2	233681970	UGT1A7	70	2301
chr2	233682324	UGT1A7	424	1947
chr2	233682559	UGT1A7	659	1712
chr2	233693023	UGT1A6	134	2321
chr2	233693319	UGT1A6	430	2025
chr2	233713783	UGT1A5	877	1554
chr2	233729157	UGT1A3	116	2315
chr2	233729207	UGT1A3	166	2265
chr2	233729266	UGT1A3	225	2206
chr2	233729603	UGT1A3	562	1869
chr2	233793813	MROH2A	977	4373
chr2	233794490	MROH2A	1116	4234
chr2	233795672	MROH2A	1152	4198
chr2	233841137	HJURP	1677	1480
chr2	233945906	TRPM8	815	4831
chr2	233996434	TRPM8	3113	2533
chr2	235041543	SH3BP4	1134	4016
chr2	235043175	SH3BP4	2766	2384
chr2	236581261	ACKR3	922	1093
chr2	237334649	COL6A3	9447	1085
chr2	237336320	COL6A3	9021	1511
chr2	237340987	COL6A3	8170	2362
chr2	237344422	COL6A3	7837	2695
chr2	237366926	COL6A3	5502	5030
chr2	237525791	MLPH	1077	2667
chr2	237534583	MLPH	1251	2493
chr2	237540464	MLPH	1432	2312
chr2	237586099	RAB17	326	1277
chr2	237760159	LRRFIP1	1471	2621
chr2	237824373	RBM44	2504	1742
chr2	238081747	SCLY	577	1873
chr2	238102078	ESPNL	512	4141
chr2	238107898	ESPNL	860	3793
chr2	238130416	ESPNL	1782	2871
chr2	238130434	ESPNL	1800	2853
chr2	238140899	KLHL30	306	3474
chr2	238150843	KLHL30	1676	2104
chr2	238150969	KLHL30	1802	1978
chr2	238253316	PER2	2987	3393
chr2	238329312	TRAF3IP1	1030	3169
chr2	239082174	HDAC4	2841	5620
chr2	240022311	NDUFA10	145	4710
chr2	240029595	OR6B2	834	105
chr2	240029895	OR6B2	534	405
chr2	240463419	GPC1	1046	2673
chr2	240524036	ANKMY1	1805	1600
chr2	240630168	GPR35	309	2991
chr2	240630432	GPR35	573	2727
chr2	240630675	GPR35	816	2484
chr2	240630710	GPR35	851	2449
chr2	240874036	AGXT	696	2204
chr2	240888381	MAB21L4	1320	1205
chr2	240888595	MAB21L4	1106	1419
chr2	240895490	MAB21L4	666	1859
chr2	240895527	MAB21L4	629	1896
chr2	240895962	MAB21L4	194	2331
chr2	240896015	MAB21L4	141	2384
chr2	241064880	SNED1	2856	5538
chr2	241224123	ANO7	2707	1853
chr2	241229561	HDLBP	4051	2271
chr2	241468173	FARP2	2055	1954
chr2	241671358	ATG4B	1083	1714
chr2	241676047	DTYMK	750	301
chr2	241678635	DTYMK	376	675
chr2	241751330	D2HGDH	1240	1326
chr2	241816877	NEU4	1369	536
chr2	241817000	NEU4	1492	413
chr2	241851121	PDCD1	859	1238
chr2	241871857	RTP5	330	1966
chr3	1383034	CNTN6	2438	1627
chr3	1383166	CNTN6	2570	1495
chr3	3040066	CNTN4	2532	2627
chr3	3040141	CNTN4	2607	2552
chr3	3140611	TRNT1	522	1730
chr3	3147595	TRNT1	1026	1226
chr3	4313013	SETMAR	274	1802
chr3	4362083	SUMF1	1209	938
chr3	4362133	SUMF1	1159	988
chr3	4362153	SUMF1	1139	1008
chr3	4467058	SUMF1	211	1936
chr3	4670729	ITPR1	2357	7551
chr3	4788048	ITPR1	7067	2841
chr3	6861610	GRM7	496	3653
chr3	7452730	GRM7	1572	2577
chr3	8733975	CAV3	174	1248
chr3	8768017	OXTR	791	3596
chr3	8963394	RAD18	78	5779
chr3	9928474	IL17RC	1265	1144
chr3	9928474	ENSG00000288550	1163	2239
chr3	10222796	IRAK2	1210	2221
chr3	10234479	IRAK2	1329	2102
chr3	10278895	TATDN2	2771	2166
chr3	10278895	ENSG00000272410	2082	188
chr3	10301192	SEC13	1097	262
chr3	10328802	ATP2B2	4184	4780
chr3	10338239	ATP2B2	3797	5167
chr3	10844235	SLC6A11	683	3566
chr3	12572367	MKRN2	700	2075
chr3	12815994	CAND2	1468	3105
chr3	12817323	CAND2	2432	2141
chr3	13353975	NUP210	2556	4650
chr3	13358286	NUP210	2359	4847
chr3	13504197	HDAC11	795	2024
chr3	13629008	FBLN2	2798	1508
chr3	14485030	SLC6A6	2181	4319
chr3	14509936	GRIP2	1995	5729
chr3	14513708	GRIP2	1629	6095
chr3	14514303	GRIP2	1515	6209
chr3	14521751	GRIP2	636	7088
chr3	14670966	CCDC174	1251	1689
chr3	14682838	C3orf20	535	2751
chr3	14682906	C3orf20	603	2683
chr3	14704350	C3orf20	1302	1984
chr3	14714065	C3orf20	1629	1657
chr3	14897972	FGD5	3053	2850
chr3	15073763	RBSN	2987	3691
chr3	15235034	CAPN7	1546	2802
chr3	15439219	EAF1	1053	3394
chr3	16271057	OXNAD1	557	3359
chr3	16286348	OXNAD1	642	3274
chr3	16286402	OXNAD1	696	3220
chr3	16317077	RFTN1	1753	1233
chr3	16598568	DAZL	251	2723
chr3	16605238	DAZL	185	2789
chr3	17012007	PLCL2	2746	1415
chr3	17089929	PLCL2	3486	675
chr3	17166775	TBC1D5	2402	4098
chr3	18386432	SATB1	3122	4700
chr3	19933723	EFHB	494	2366
chr3	19934090	EFHB	127	2733
chr3	19985740	PP2D1	1724	395
chr3	19986079	PP2D1	1385	734
chr3	20001342	PP2D1	969	1150
chr3	20170697	SGO1	1856	1214
chr3	21421295	ZNF385D	1400	9078
chr3	24143504	THRB	1193	6383
chr3	27284960	NEK10	1986	6346
chr3	27431445	SLC4A7	1260	6819
chr3	27431575	SLC4A7	1130	6949
chr3	27448703	SLC4A7	494	7585
chr3	31748090	OSBPL10	842	2783
chr3	33097052	GLB1	94	2429
chr3	33097052	TMPPE	94	4216
chr3	33097057	GLB1	89	2434
chr3	33097057	TMPPE	89	4221
chr3	33152658	SUSD5	1986	2616
chr3	33153498	SUSD5	1146	3456
chr3	33153792	SUSD5	852	3750
chr3	33153817	SUSD5	827	3775
chr3	33439908	UBP1	497	3678
chr3	33836134	PDCD6IP	1024	4860
chr3	33866453	PDCD6IP	2634	3250
chr3	35737281	ARPP21	2649	1509
chr3	35738258	ARPP21	2775	1383
chr3	36738216	DCLK3	1240	4411
chr3	37327264	GOLGA4	5658	2148
chr3	37366173	GOLGA4	7100	706
chr3	37997491	VILL	700	2131
chr3	38002413	VILL	1627	1204
chr3	38006189	VILL	2272	559
chr3	38006463	VILL	2350	481
chr3	38010450	PLCD1	1005	1646
chr3	38110240	DLEC1	3420	3479
chr3	38129319	ACAA1	607	1092
chr3	38316470	SLC22A14	1725	432
chr3	38698003	SCN10A	5429	1197
chr3	39187185	XIRP1	2490	3971
chr3	39389590	SLC25A38	520	1581
chr3	39407646	RPSA	71	1069
chr3	39411669	RPSA	597	543
chr3	40209901	MYRIP	2051	3022
chr3	40244526	MYRIP	2519	2554
chr3	40427405	ENTPD3	1577	1339
chr3	40457354	RPL14	16	7120
chr3	42209837	TRAK1	1928	3200
chr3	42406979	LYZL4	444	465
chr3	42568882	SEC22C	313	6027
chr3	42638285	NKTR	2697	4568
chr3	42638508	NKTR	2920	4345
chr3	42659138	ZBTB47	1051	4443
chr3	42659225	ZBTB47	1138	4356
chr3	42739784	CCDC13	1097	4359
chr3	42739784	ENSG00000280571	1196	4359
chr3	42745977	CCDC13	854	4602
chr3	42745977	ENSG00000280571	953	4602
chr3	42758273	CCDC13	156	5300
chr3	42758273	ENSG00000280571	255	5300
chr3	43032269	ENSG00000273291	531	23
chr3	43032269	GASK1A	338	3051
chr3	43032938	GASK1A	1007	2382
chr3	43053609	GASK1A	1711	1678
chr3	43055443	GASK1A	1757	1632
chr3	43080067	POMGNT2	1713	834
chr3	44570404	ZKSCAN7	1701	1754
chr3	44571403	ZKSCAN7	2700	755
chr3	44721545	ZNF502	868	2286
chr3	44843155	KIF15	3688	1072
chr3	44865254	TMEM42	567	410
chr3	44901577	TGM4	782	2609
chr3	44901897	TGM4	1008	2383
chr3	44906987	TGM4	1185	2206
chr3	44907098	TGM4	1296	2095
chr3	44907182	TGM4	1380	2011
chr3	44922499	ZDHHC3	5355	7239
chr3	45011283	EXOSC7	854	188
chr3	45035627	CLEC3B	372	444
chr3	45089117	CDCP1	2108	3855
chr3	45595947	LIMD1	1197	10245
chr3	45947552	CXCR6	1169	799
chr3	45955348	FYCO1	4059	4455
chr3	45958418	FYCO1	4003	4511
chr3	45967298	FYCO1	2250	6264
chr3	45967999	FYCO1	1549	6965
chr3	45968372	FYCO1	1176	7338
chr3	46358307	CCR2	898	2633
chr3	46373066	CCR5	218	3140
chr3	46408487	CCRL2	664	1036
chr3	46408579	CCRL2	756	944
chr3	46439467	LTF	1774	947
chr3	46625303	FAM240A	496	1240
chr3	46671000	ALS2CL	2907	2006
chr3	46688267	ALS2CL	194	4719
chr3	46996564	NBEAL2	2641	6201
chr3	48660238	CELSR3	2648	9285
chr3	48688737	IP6K2	1011	735
chr3	49652766	BSN	3336	12635
chr3	49653194	BSN	3764	12207
chr3	49663865	BSN	11713	4258
chr3	49686351	MST1	1760	1282
chr3	49687375	MST1	1241	1801
chr3	49829151	TRAIP	1472	551
chr3	49860840	CAMKV	813	2185
chr3	49862362	CAMKV	189	2809
chr3	49887507	MST1R	4266	506
chr3	49898669	MST1R	1831	2941
chr3	49911638	MON1A	716	1309
chr3	50115923	RBM5	2201	976
chr3	50159664	SEMA3F	331	3276
chr3	50559661	C3orf18	1020	1637
chr3	50572193	HEMK1	626	16367
chr3	51861677	IQCF2	63	538
chr3	51944536	PARP3	807	1530
chr3	52075825	POC1A	1336	600
chr3	52221376	TLR9	3055	297
chr3	52221376	ENSG00000173366	3399	296
chr3	52229951	ENSG00000173366	309	3386
chr3	52229951	TWF2	870	744
chr3	52230891	ENSG00000173366	168	3527
chr3	52230891	TWF2	729	885
chr3	52231199	TWF2	552	1062
chr3	52291090	GLYCTK	596	3195
chr3	52344524	DNAH1	1582	11523
chr3	52349324	DNAH1	2691	10414
chr3	52356773	DNAH1	4114	8991
chr3	52357719	DNAH1	4225	8880
chr3	52373025	DNAH1	7218	5887
chr3	52392868	DNAH1	10578	2527
chr3	52395649	DNAH1	11491	1614
chr3	52419877	PHF7	888	1239
chr3	52458691	NISCH	245	4894
chr3	52476576	NISCH	933	4206
chr3	52489389	NISCH	3205	1934
chr3	52510454	STAB1	2810	5118
chr3	52512435	STAB1	3054	4874
chr3	52516994	STAB1	4450	3478
chr3	52517550	STAB1	4640	3288
chr3	52522353	STAB1	6565	1363
chr3	52522874	STAB1	6920	1008
chr3	52524117	STAB1	7636	292
chr3	52528870	NT5DC2	602	1275
chr3	52576635	PBRM1	3821	4170
chr3	52609669	PBRM1	2435	5556
chr3	52687289	GNL3	177	1756
chr3	52693241	GNL3	1160	773
chr3	52694788	GLT8D1	1553	303
chr3	52706166	SPCS1	61	3725
chr3	52763618	NEK4	866	5187
chr3	52766268	NEK4	661	5392
chr3	52768386	NEK4	505	5548
chr3	52786995	ITIH1	1801	1103
chr3	52791569	ITIH1	2564	340
chr3	52796748	ITIH3	299	2498
chr3	52830568	ITIH4	104	3178
chr3	52830568	ENSG00000243696	1278	4362
chr3	52830619	ITIH4	53	3229
chr3	52830619	ENSG00000243696	1227	4413
chr3	52840430	STIMATE	1046	3698
chr3	52969163	SFMBT1	353	4200
chr3	53091906	RFT1	1657	3424
chr3	53225834	TKT	1873	1123
chr3	53230469	TKT	1174	1822
chr3	53235030	TKT	661	2335
chr3	53235147	TKT	544	2452
chr3	53666523	CACNA1D	1660	7709
chr3	53735452	CACNA1D	3256	6113
chr3	53888465	SELENOK	108	1389
chr3	54320483	CACNA2D3	408	3381
chr3	54570002	CACNA2D3	948	2841
chr3	54764231	CACNA2D3	1422	2367
chr3	56296340	ERC2	1112	5127
chr3	56633654	TASOR	3395	4782
chr3	56682894	TASOR	371	7806
chr3	56801733	ARHGEF3	216	3366
chr3	57301848	DNAH12	11461	684
chr3	57377088	DNAH12	8538	3607
chr3	57428707	DNAH12	5359	6786
chr3	58096161	FLNB	1070	8371
chr3	58123435	FLNB	3612	5829
chr3	58126713	FLNB	4316	5125
chr3	58132828	FLNB	4554	4887
chr3	58168600	FLNB	7502	1939
chr3	58205539	DNASE1L3	317	1097
chr3	58653738	FAM3D	293	952
chr3	59922400	FHIT	657	2459
chr3	66998338	KBTBD8	32	4648
chr3	68988937	EOGT	1377	3066
chr3	69047463	TMF1	1488	5391
chr3	69104703	ARL6IP5	745	1389
chr3	72750552	SHQ1	1570	1276
chr3	72975199	GXYLT2	1560	1716
chr3	73062658	EBLN2	1000	679
chr3	73404174	PDZRN3	1255	2996
chr3	73624819	PDZRN3	122	4129
chr3	75665936	FRG2C	796	1237
chr3	75665948	FRG2C	808	1225
chr3	75666110	FRG2C	970	1063
chr3	77580013	ROBO2	3094	5924
chr3	78614799	ROBO1	4580	2347
chr3	78639808	ROBO1	3269	3658
chr3	78651751	ROBO1	3089	3838
chr3	78668193	ROBO1	2036	4891
chr3	88139270	ZNF654	1666	4794
chr3	88140191	ZNF654	2587	3873
chr3	88150029	C3orf38	71	2343
chr3	88150148	C3orf38	190	2224
chr3	98007903	GABRR3	742	2371
chr3	98087772	OR5AC2	600	330
chr3	98088100	OR5AC2	928	2
chr3	98133154	OR5H1	605	5394
chr3	98149575	OR5H14	284	7039
chr3	98149772	OR5H14	481	6842
chr3	98149951	OR5H14	660	6663
chr3	98150126	OR5H14	835	6488
chr3	98169021	OR5H15	476	753
chr3	98264413	OR5H6	170	943
chr3	98264717	OR5H6	474	639
chr3	98264867	OR5H6	624	489
chr3	98265098	OR5H6	855	258
chr3	98265137	OR5H6	894	219
chr3	98390796	OR5K3	131	835
chr3	98533183	GPR15	1206	1498
chr3	99924332	FILIP1L	961	4674
chr3	100167818	CMSS1	614	3688
chr3	100993405	ABI3BP	16	6721
chr3	101230998	IMPG2	3583	4769
chr3	101459004	SENP7	316	4657
chr3	101564948	TRMT10C	315	1498
chr3	101765491	CEP97	2601	5071
chr3	101801693	NXPE3	1163	7405
chr3	101857331	NFKBIZ	2090	1833
chr3	105547430	ALCAM	1781	2920
chr3	107755603	BBX	1132	7877
chr3	108057568	CD47	908	4384
chr3	108362430	HHLA2	1257	1160
chr3	108376518	HHLA2	1350	1067
chr3	108428881	MYH15	3378	3646
chr3	108470780	MYH15	1366	5658
chr3	108757127	RETNLB	283	418
chr3	109333885	DPPA4	191	2597
chr3	112345003	CD200	193	1936
chr3	112928985	CD200R1	845	2920
chr3	112929278	CD200R1	677	3088
chr3	112929375	CD200R1	580	3185
chr3	112974906	CD200R1	197	3568
chr3	113272465	BOC	1352	3222
chr3	113273112	BOC	1634	2940
chr3	113278707	BOC	2369	2205
chr3	113279418	BOC	2615	1959
chr3	113296813	CFAP44	5195	5043
chr3	113366065	CFAP44	2734	7504
chr3	113366065	ENSG00000285943	5347	1490
chr3	113409204	CFAP44	837	9401
chr3	113427283	CFAP44	202	10036
chr3	113427283	ENSG00000285943	3114	3723
chr3	113468801	ENSG00000285943	921	5916
chr3	113468801	SPICE1	1109	4308
chr3	113604940	SIDT1	1835	2983
chr3	113658514	USF3	3574	10130
chr3	113661018	USF3	1070	12634
chr3	113746012	NAA50	237	5875
chr3	113936360	GRAMD1C	1673	2134
chr3	113954278	ZDHHC23	1035	5311
chr3	119409551	ARHGAP31	2223	7084
chr3	119414707	ARHGAP31	3300	6007
chr3	119431989	TMEM39A	1812	3041
chr3	119503609	TIMMDC1	625	1754
chr3	119586322	ADPRH	818	2805
chr3	119586532	ADPRH	1028	2595
chr3	119608806	PLA1A	341	1402
chr3	119613027	PLA1A	602	1141
chr3	119613045	PLA1A	620	1123
chr3	119619645	PLA1A	1034	709
chr3	119707460	CFAP91	335	4098
chr3	119707460	ENSG00000285585	281	2389
chr3	119807502	ENSG00000285585	2602	68
chr3	120348950	LRRC58	404	7514
chr3	121436127	POLQ	7648	1109
chr3	121510113	POLQ	1852	6905
chr3	121632491	HCLS1	1164	828
chr3	121644833	HCLS1	467	1525
chr3	121696763	GOLGB1	3871	7315
chr3	122414983	WDR5B	1079	3138
chr3	122555910	PARP9	405	2640
chr3	122718474	PARP14	4368	3326
chr3	122879444	SLC49A4	1627	1695
chr3	122923743	SEMA5B	1483	3372
chr3	123733085	MYLK	1638	8475
chr3	123733991	MYLK	1316	8797
chr3	124269192	KALRN	1278	14910
chr3	125009782	HEG1	3222	5973
chr3	125012641	HEG1	3044	6151
chr3	125013774	HEG1	1911	7284
chr3	125019263	HEG1	1693	7502
chr3	125021048	HEG1	1102	8093
chr3	125027205	HEG1	1019	8176
chr3	125027338	HEG1	886	8309
chr3	125027503	HEG1	721	8474
chr3	125029382	HEG1	529	8666
chr3	125083833	SLC12A8	2295	1190
chr3	125084037	SLC12A8	2091	1394
chr3	128081228	RUVBL1	1480	419
chr3	128264652	EEFSEC	684	1521
chr3	128462934	DNAJB8	1614	498
chr3	128486034	GATA2	911	2472
chr3	128486108	GATA2	837	2546
chr3	128487017	GATA2	362	3021
chr3	128638009	RPN1	440	1844
chr3	128895342	ACAD9	451	1994
chr3	128909090	ACAD9	1548	897
chr3	129037110	EFCC1	1911	1108
chr3	129428575	EFCAB12	61	2078
chr3	129514530	IFT122	3236	839
chr3	129565975	PLXND1	4270	2643
chr3	129567570	PLXND1	4044	2869
chr3	129567792	PLXND1	3915	2998
chr3	129572908	PLXND1	2907	4006
chr3	129574413	PLXND1	2644	4269
chr3	130643012	COL6A6	5468	3221
chr3	130649225	COL6A6	5648	3041
chr3	130649457	COL6A6	5880	2809
chr3	130999628	ATP2C1	3032	1962
chr3	131024968	ASTE1	803	1884
chr3	131228591	NEK11	1762	1164
chr3	131462750	MRPL3	1169	539
chr3	131549980	CPNE4	1717	2032
chr3	132356863	ACP3	1196	1978
chr3	132356915	ACP3	1248	1926
chr3	132682756	NPHP3-ACAD11	405	290
chr3	132682756	NPHP3	3812	1536
chr3	133380401	TMEM108	900	2827
chr3	133746439	TF	47	20119
chr3	133754502	TF	381	19785
chr3	133755484	TF	672	19494
chr3	133768114	TF	1620	18546
chr3	133805873	SRPRB	59	2517
chr3	133947365	SLCO2A1	1308	2759
chr3	133951229	SLCO2A1	962	3105
chr3	133979505	SLCO2A1	332	3735
chr3	134358628	AMOTL2	2362	2506
chr3	134603900	KY	1726	3978
chr3	134603972	KY	1654	4050
chr3	134951682	EPHB1	807	3867
chr3	135179900	EPHB1	2172	2502
